code;name;baz_dot;rev_dot;osv_subv;med_subv;
08311200000;Михайлівський р-н;6351.80;;26695.10;17745.10;
07306200000;Міжгірський р-н;16123.90;;88518.30;34192.10;
12308200000;Міловський р-н;3924.40;;17124.10;9390.60;
17311200000;Млинiвський р-н;9285.10;;59506.40;21223.60;
02312200000;Могилів-Подільський р-н;12487.00;;34272.40;20845.00;
23312200000;Монастирищенський р-н;6594.30;;44011.90;22170.90;
19311200000;Монастириський р-н;8612.40;;30142.00;14689.90;
13310200000;Мостиський р-н;16994.20;;74459.90;33786.60;
07307200000;Мукачівський р-н;40325.50;;134831.90;58963.40;
02313200000;Мурованокуриловецький р-н;6114.00;;29453.00;16278.10;
04309200000;Нiкопольський р-н;6277.30;;43647.40;24921.90;
09309200000;Надвірнянський р-н;27072.50;;157178.90;79576.70;
18310200000;Недригайлівський р-н;3006.10;;20958.50;15424.10;
02314200000;Немирівський р-н;6110.60;;53293.90;30751.60;
21313200000;Нижньосірогозький р-н;3232.40;;18868.70;9654.70;
25312200000;Ніжинський р-н;7443.20;;22827.50;15564.40;
11311200000;Новгородківський р-н;;;19348.70;9524.80;
25313200000;Новгород-Сіверський р-н;4393.30;;16838.40;8698.70;
12309200000;Новоайдарський р-н;804.10;;34584.90;26348.30;
11312200000;Новоархангельський р-н;2286.70;;32835.50;15312.00;
14315200000;Новобузький р-н;6766.60;;35103.40;18500.50;
20321200000;Нововодолазький р-н;4053.20;;38363.50;20282.40;
21314200000;Нововоронцовський р-н;6151.30;;24146.90;12886.20;
06315200000;Новоград-Волинський р-н;8572.00;;70624.40;27670.30;
08312200000;Новомиколаївський р-н;364.70;;15708.10;9879.30;
11313200000;Новомиргородський р-н;;;30452.00;17567.20;
04310200000;Новомосковський р-н;;4656.80;78567.80;44111.70;
14316200000;Новоодеський р-н;6145.60;;41331.50;20210.00;
12310200000;Новопсковський р-н;5550.70;;45315.60;13623.90;
16315200000;Новосанжарський р-н;;977.50;41393.90;21364.60;
24307200000;Новоселицький р-н;26213.10;;77254.30;39618.30;
21315200000;Новотроїцький р-н;5727.20;;41899.60;21636.70;
11314200000;Новоукраїнський р-н;3023.00;;49134.30;25630.90;
22311200000;Новоушицький  р-н;1066.00;;3185.60;1694.30;
25314200000;Носівський р-н;3447.20;;33106.50;17474.00;
10316200000;Обухiвський р-н;;6106.10;47632.80;22107.60;
15318200000;Овідіопольський р-н;;;79331.00;45252.30;
06316200000;Овруцький р-н;10200.10;;72246.20;35163.50;
06317200000;Олевський р-н;13186.90;;58485.10;24494.20;
05311200000;Олександрівський р-н (Донецька обл.);3893.50;;24128.50;11454.30;
11315200000;Олександрівський р-н (Кіровоградська обл.);49.90;;34573.90;17400.80;
11316200000;Олександрійський р-н;841.30;;44354.80;22011.70;
11317200000;Онуфріївський р-н;3835.10;;19615.90;11293.30;
02315200000;Оратівський р-н;3678.90;;29196.60;13538.10;
16317200000;Оржицький р-н;;;31386.10;14907.90;
08313200000;Оріхівський р-н;8760.80;;39549.00;24820.40;
17312200000;Острозький р-н;11424.30;;51640.10;17251.00;
18311200000;Охтирський р-н;786.50;;30508.80;16561.10;
14317200000;Очаківський р-н;2972.10;;16332.20;7301.40;
04311200000;Павлоградський р-н;;3672.20;15620.30;8191.60;
05312200000;Пеpшотравневий р-н;1116.30;;25210.10;16626.00;
14318200000;Первомайський р-н (Миколаївська обл.);3657.70;;36719.00;18548.10;
20322200000;Первомайський р-н (Харківська обл.);;;15844.10;10064.90;
13311200000;Перемишлянський р-н;9514.70;;51429.70;23814.20;
07308200000;Перечинський р-н;7986.60;;43292.80;18675.80;
10317200000;Переяслав-Хмельницький р-н;;56.20;37670.50;17508.20;
04312200000;Петрикiвський р-н;;;22776.00;15711.10;
11318200000;Петрівський р-н;;;27683.80;14794.00;
04313200000;Петропавлiвський р-н;;1103.00;32391.20;16656.90;
20323200000;Печенізький р-н;1361.50;;8082.00;6344.00;
16318200000;Пирятинський р-н;1786.40;;16037.40;8884.90;
19312200000;Підволочиський р-н;268.30;;1352.90;597.50;
19313200000;Підгаєцький р-н;6793.20;;25237.20;11511.20;
02316200000;Піщанський р-н;2448.40;;20056.00;10770.70;
02317200000;Погребищенський р-н;6049.80;;34617.00;19072.90;
04314200000;Покровський р-н;5438.40;;37672.30;21421.30;
10318200000;Полiський р-н;1138.10;;12271.20;3465.80;
08314200000;Пологівський р-н;;1596.70;37637.60;21181.00;
22312200000;Полонський р-н;994.90;;5623.70;2138.70;
16319200000;Полтавський р-н;8257.40;;56463.30;40264.40;
12312200000;Попаснянський р-н;3203.70;;50467.80;48889.60;
06318200000;Попільнянський р-н;914.00;;46701.50;19779.80;
08315200000;Приазовський р-н;5641.00;;38153.10;16930.40;
25315200000;Прилуцький р-н;4341.50;;34887.90;22775.40;
08316200000;Приморський р-н;3945.30;;34939.10;18567.30;
13312200000;Пустомитівський р-н;22504.40;;124401.60;68461.40;
18312200000;Путивльський р-н;7005.10;;20709.70;17067.10;
24308200000;Путильський р-н;7114.20;;50369.60;16404.50;
04315200000;П'ятихатський р-н;3663.70;;51392.90;27321.50;
13313200000;Радехівський р-н;6312.20;;61121.90;28572.00;
17313200000;Радивилiвський р-н;7758.70;;49352.50;22285.40;
06319200000;Радомишльський р-н;3095.70;;33807.40;19153.80;
03312200000;Ратнівський р-н;20086.80;;85639.00;30260.20;
07309200000;Рахівський р-н;33461.60;;148195.30;61975.50;
15319200000;Ренійський р-н;7572.90;;39673.00;22177.70;
16320200000;Решетилівський р-н;;;32476.70;15975.80;
17314200000;Рiвненський р-н;12909.30;;117085.10;53145.40;
25316200000;Ріпкинський р-н;5122.10;;24107.50;17833.00;
09310200000;Рогатинський р-н;12652.40;;49152.70;25697.60;
03313200000;Рожищенський р-н;13440.80;;60459.80;23302.40;
09311200000;Рожнятівський р-н;25555.40;;104449.90;50385.50;
15320200000;Роздільнянський р-н;14593.10;;67637.70;34232.20;
08317200000;Розівський р-н;467.70;;10821.50;5597.50;
17315200000;Рокитнiвський р-н;19076.90;;111824.00;31728.50;
10319200000;Рокитнянський р-н;;;35585.70;17202.50;
06306200000;Романівський р-н;6597.30;;36782.40;17353.40;
18313200000;Роменський р-н;4712.00;;42916.60;20965.00;
06320200000;Ружинський р-н;3798.10;;37402.60;17143.50;
15321200000;Савранський р-н;5212.10;;24547.80;11470.00;
13314200000;Самбірський р-н;14558.80;;49851.40;19678.40;
15322200000;Саратський р-н;10920.80;;67925.50;26742.50;
17316200000;Сарненський р-н;27601.00;;155278.50;52612.10;
20324200000;Сахновщинський р-н;2404.00;;28443.40;13089.30;
07310200000;Свалявський р-н;11034.30;;66126.10;31897.10;
12313200000;Сватівський р-н;1867.70;;38243.40;22277.00;
11319200000;Світловодський р-н;1608.40;;17979.50;7802.70;
16321200000;Семенівський р-н (Полтавська обл.);1255.90;;22059.20;11270.10;
25317200000;Семенівський р-н (Чернігівська обл.);3056.00;;20313.40;11227.10;
18314200000;Середино-Будський р-н;3796.60;;15903.40;10093.50;
04316200000;Синельникiвський р-н;6739.80;;48528.30;23209.00;
21316200000;Скадовський р-н;13785.80;;48726.70;28710.90;
10320200000;Сквирський р-н;;;43802.70;23187.30;
13315200000;Сколівський р-н;12009.70;;77907.90;33675.40;
22313200000;Славутський р-н;1133.00;;22119.80;8918.00;
05313200000;Слов'янський р-н;6536.40;;24079.70;14544.50;
23313200000;Смiлянський р-н;8543.80;;34752.70;20202.20;
14319200000;Снігурівський р-н;7605.20;;54807.70;24408.80;
09312200000;Снятинський р-н;24825.00;;93150.60;38917.10;
13316200000;Сокальський р-н;1411.50;;100474.60;55110.60;
24309200000;Сокирянський р-н;10406.70;;33159.30;16611.90;
04317200000;Солонянський р-н;4112.50;;23713.40;9733.90;
25318200000;Сосницький р-н;4600.10;;19147.60;11920.60;
04318200000;Софiївський р-н;1540.10;;24678.30;11686.30;
25319200000;Срібнянський р-н;1295.10;;11748.40;7076.20;
10321200000;Ставищенський р-н;589.10;;34254.30;13976.60;
12315200000;Станично-Луганський р-н;15011.80;;44509.30;30654.90;
12316200000;Старобільський р-н;4643.70;;55406.60;27451.20;
03314200000;Старовижівський р-н;12370.40;;52387.50;18060.70;
22314200000;Старокостянтинiвський р-н;5533.70;;47434.20;18340.40;
13317200000;Старосамбірський р-н;26107.30;;113529.40;46759.60;
24310200000;Сторожинецький р-н;34144.70;;134421.40;49726.10;
13318200000;Стрийський р-н;;1792.00;69309.60;34521.70;
18315200000;Сумський р-н;12003.30;;57452.70;37607.10;
25320200000;Талалаївський р-н;567.70;;15374.20;8279.20;
23314200000;Тальнiвський р-н;777.70;;38585.40;21375.70;
10322200000;Таращанський р-н;4018.00;;37568.40;17678.50;
15323200000;Тарутинський р-н;12281.10;;54624.80;24447.10;
15324200000;Татарбунарський р-н;10681.20;;42667.80;21342.50;
22316200000;Теофiпольський р-н;4251.50;;41549.10;16584.70;
02318200000;Теплицький р-н;4784.00;;34871.90;17792.50;
19314200000;Теребовлянський р-н;5685.60;;18471.20;9047.20;
19315200000;Тернопільський р-н;11900.60;;40383.50;29554.10;
10323200000;Тетiївський р-н;3826.60;;44151.50;19449.50;
02319200000;Тиврівський р-н;7450.40;;65024.00;26022.60;
09313200000;Тисменицький р-н;25554.70;;89644.20;48959.90;
09314200000;Тлумацький р-н;18519.90;;56323.50;28963.60;
08318200000;Токмацький р-н;1122.60;;25175.80;13932.30;
04319200000;Томакiвський р-н;3524.50;;28745.50;15532.40;
02320200000;Томашпільський р-н;4237.00;;41061.70;20743.10;
12317200000;Троїцький р-н;319.60;;29799.50;12458.30;
02321200000;Тростянецький р-н (Вінницька обл.);3840.80;;42836.10;22261.60;
18316200000;Тростянецький р-н (Сумська обл.);;;31924.90;21924.80;
02322200000;Тульчинський р-н;9341.20;;57712.80;34546.30;
03315200000;Турійський р-н;8464.00;;39113.00;15761.70;
13319200000;Турківський р-н;18644.00;;88104.40;37205.20;
07311200000;Тячівський р-н;63615.10;;210500.70;85745.90;
07312200000;Ужгородський р-н;5887.80;;84865.00;41207.60;
11320200000;Ульяновський р-н;5826.60;;31715.20;14092.70;
23315200000;Уманський р-н;;;56801.00;26677.90;
11321200000;Устинівський р-н;;;15522.60;8029.70;
10324200000;Фастiвський р-н;8554.90;;43755.90;18272.00;
15325200000;Фрунзівський р-н;6646.60;;28349.30;11730.80;
20325200000;Харківський р-н;31926.20;;135050.50;109196.90;
22317200000;Хмельницький р-н;4480.70;;23677.60;12349.80;
02323200000;Хмільницький р-н;7911.10;;53314.20;23025.10;
16322200000;Хорольський р-н;;;30760.80;18088.30;
24311200000;Хотинський р-н;14943.60;;48388.90;25262.60;
23316200000;Христинiвський р-н;;;41290.60;21469.70;
07313200000;Хустський р-н;43302.50;;136871.10;56128.30;
04320200000;Царичанський р-н;3729.10;;21161.10;12968.90;
21317200000;Цюрупинський р-н;23060.50;;79155.70;42815.90;
21318200000;Чаплинський р-н;6765.60;;44154.80;20860.20;
22318200000;Чемеровецький р-н;8112.30;;45525.50;25854.90;
06321200000;Червоноармійський р-н;8055.20;;33277.40;13737.30;
23317200000;Черкаський р-н;10484.60;;68054.60;40796.30;
02324200000;Чернівецький р-н;6149.30;;25113.20;13679.70;
08319200000;Чернігівський р-н (Запорізька обл.);1639.80;;23593.20;10568.80;
25321200000;Чернігівський р-н (Чернігівська обл.);2258.10;;56873.70;32325.50;
06322200000;Черняхівський р-н;6896.50;;35672.40;15991.30;
02325200000;Чечельницький р-н;5515.30;;25324.50;13413.40;
23318200000;Чигиринський р-н;2370.30;;30940.20;17124.50;
23319200000;Чорнобаївський р-н;;;53320.80;25521.50;
16323200000;Чорнухинський р-н;1072.10;;13394.40;7184.30;
19316200000;Чортківський р-н;11632.70;;42330.10;19723.70;
20326200000;Чугуївський р-н;3792.60;;45764.80;28402.10;
06323200000;Чуднівський р-н;5412.60;;44213.90;21970.20;
16324200000;Чутівський р-н;1990.00;;26522.30;14034.50;
02326200000;Шаргородський р-н;18402.00;;79172.70;34662.30;
03316200000;Шацький р-н;5460.70;;24134.40;9994.00;
20327200000;Шевченківський р-н;1343.80;;21102.70;12475.40;
22319200000;Шепетiвський р-н;6406.00;;51748.00;20253.30;
04321200000;Широкiвський р-н;3718.30;;31212.00;16717.40;
15326200000;Ширяївський р-н;6886.90;;42407.80;15940.90;
16325200000;Шишацький р-н;;1618.20;6047.50;3249.10;
18317200000;Шосткинський р-н;5865.00;;17387.50;13002.30;
23320200000;Шполянський р-н;;;48516.90;27164.50;
19317200000;Шумський р-н;4617.10;;20332.30;7481.00;
25322200000;Щорський р-н;4277.70;;24571.80;14878.80;
04322200000;Юр'ївський р-н;;;20336.10;8085.00;
13320200000;Яворівський р-н;20003.40;;162036.90;72459.80;
10325200000;Яготинський р-н;;;37364.40;20227.00;
08320200000;Якимівський р-н;8512.00;;40790.10;20430.70;
02327200000;Ямпільський р-н (Вінницька обл.);10006.10;;41869.50;25377.20;
18318200000;Ямпільський р-н (Сумська обл.);4079.70;;20370.90;14764.20;
22320200000;Ярмолинецький р-н;5096.10;;38587.90;19200.50;
05317200000;Ясинуватcький р-н;;;14508.40;16661.90;
04501000000;отг м. Апостолове ;395.80;;26282.40;14460.90;
15501000000;отг м. Балта;7092.40;;34101.00;19735.60;
15502000000;отг м. Біляївка ;;636.00;16551.90;7968.40;
11501000000;отг м. Бобринець ;695.50;;9982.40;7139.60;
22503000000;отг м. Волочиськ  ;;;37467.30;20380.40;
16502000000;отг м. Глобине;;8089.90;17489.50;9577.90;
22507000000;отг м. Дунаївці;8574.70;;45737.40;23523.20;
04506000000;отг м. Зеленодольськ;;1928.20;20008.70;12301.50;
02501000000;отг м. Калинівка ;;;21009.30;12381.80;
05501000000;отг м. Красний Лиман ;;829.00;49944.90;30483.50;
11502000000;отг м. Мала Виска;;;10949.70;8442.40;
13511000000;отг м. Новий Калинів;;258.80;6636.00;4354.50;
16506000000;отг м. Пирятин;1421.30;;17028.20;10570.80;
22517000000;отг м. Полонне;9266.60;;40628.10;19985.20;
19521000000;отг м. Почаїв;3616.80;;10190.70;5608.50;
19523000000;отг м. Скалат;4453.10;;18699.60;8729.50;
24509000000;отг м. Сокиряни;895.10;;10040.70;6936.10;
19525000000;отг м. Теребовля;7073.40;;31458.60;18369.50;
07502000000;отг м. Тячів;596.40;;26809.20;11332.60;
03505000000;отг м. Устилуг ;1840.90;;8382.50;4545.40;
19526000000;отг м. Шумськ  ;6887.20;;32766.20;12740.70;
12501000000;отг смт Білокуракине;246.30;;18488.30;8053.70;
15503000000;отг смт Велика Михайлівка;2612.30;;16150.00;7487.80;
08502000000;отг смт Веселе;2182.40;;11992.10;7749.80;
22502000000;отг смт Війтівці;2432.10;;7981.10;4813.40;
24504000000;отг смт Глибока;861.60;;11955.30;6326.50;
13505000000;отг смт Гніздичів;1864.60;;7829.40;3932.60;
03502000000;отг смт Голоби ;3152.00;;9126.20;4515.30;
19505000000;отг смт Гусятин;;736.80;7411.50;5040.00;
25502000000;отг смт Десна;;1717.40;9014.00;5984.20;
13507000000;отг смт Дубляни;1285.50;;1836.10;1791.70;
22508000000;отг смт Дунаївці;3188.80;;14498.00;6670.40;
23502000000;отг смт Єрки;;917.10;3890.20;3310.70;
19506000000;отг смт Заводське;37.10;;4450.60;2720.20;
19508000000;отг смт Золотий Потік;5101.20;;15062.20;6423.30;
06504000000;отг смт Іршанськ ;;2730.70;7819.80;4519.20;
10501000000;отг смт Калита;;;11610.20;6303.10;
17503000000;отг смт Клесів;;;16135.60;5942.50;
19510000000;отг смт Козлів;1426.90;;3980.20;2798.70;
08503000000;отг смт Комиш-Зоря;647.20;;7407.70;4017.70;
19513000000;отг смт Коропець   ;2197.60;;3852.50;2998.60;
22511000000;отг смт Летичів;4620.80;;21528.70;12496.00;
22514000000;отг смт Меджибіж;1468.20;;10446.30;5201.30;
19515000000;отг смт Мельниця-Подільська   ;7272.80;;20028.60;9800.60;
19516000000;отг смт Микулинці;2326.60;;8343.50;4783.00;
22515000000;отг смт Наркевичі;1031.10;;5324.10;3978.90;
06505000000;отг смт Народичі ;1774.60;;13558.00;5838.50;
06506000000;отг смт Нова Борова;2886.10;;8643.30;5210.70;
22516000000;отг смт Нова Ушиця;7613.20;;29070.20;16662.20;
13513000000;отг смт Нові Стрілища;1156.30;;2880.70;1669.30;
04512000000;отг смт Новопокровка ;1566.70;;4444.40;2620.50;
12502000000;отг смт Новопсков;;;;7412.20;
25505000000;отг смт Парафіївка  ;429.30;;6001.00;3688.30;
09502000000;отг смт Печеніжин;8115.10;;22758.30;11129.60;
19520000000;отг смт Підволочиськ  ;4215.30;;23290.70;11971.60;
22518000000;отг смт Понінка;2740.20;;7673.20;5093.60;
22520000000;отг смт Сатанів;2654.40;;7557.10;4973.90;
16510000000;отг смт Семенівка  ;379.30;;6732.50;4557.50;
19522000000;отг смт Скала-Подільська   ;3897.50;;9025.20;5841.90;
04513000000;отг смт Солоне;;;16359.70;8548.70;
22521000000;отг смт Стара Синява;4821.00;;23825.00;12756.50;
06509000000;отг смт Червоне;1446.60;;5859.70;3434.70;
05503000000;отг смт Черкаське;3482.30;;10748.00;5761.40;
22522000000;отг смт Чорний Острів;2917.60;;13468.10;7624.00;
16512000000;отг смт Шишаки;;2093.90;18669.20;9257.10;
04515000000;отг смт Ювілейне;;10542.50;13224.30;8664.60;
04504000000;отг с-ще Єлізарове;936.10;;6829.90;2624.80;
17501000000;отг с. Бабин;1306.90;;7384.10;2004.40;
13501000000;отг с. Бабина;1925.40;;5399.30;2457.30;
19501000000;отг с. Байківці;;4584.80;4622.60;3329.30;
18501000000;отг с. Береза;1217.30;;6406.10;3488.80;
22501000000;отг с. Берездів;2656.60;;16258.60;5578.00;
08501000000;отг с. Берестове;815.50;;5022.20;2926.90;
19502000000;отг с. Білобожниця;1570.30;;4971.70;2367.90;
23501000000;отг с. Білозір'я;2343.40;;7799.60;5452.60;
16501000000;отг с. Білоцерківка ;;951.50;5851.90;2367.10;
13502000000;отг с. Бісковичі;2351.10;;8326.00;3308.00;
04502000000;отг с. Богданівка;;9477.00;7326.90;4313.40;
17502000000;отг с. Бугрин;1776.70;;7873.20;2604.90;
19503000000;отг с. Васильківці;;1008.50;10495.20;3797.30;
24501000000;отг с. Вашківці;1910.20;;7471.40;3002.80;
24502000000;отг с. Великий Кучурів;6932.60;;16582.80;7870.90;
19504000000;отг с. Великі Гаї;2699.60;;12295.80;6634.30;
03501000000;отг с. Велицьк ;1711.40;;7922.10;2366.80;
04503000000;отг с. Вербки ;;12404.50;9407.40;4742.40;
25501000000;отг с. Вертіївка  ;523.60;;4417.40;2620.20;
09501000000;отг с. Верхня;5074.60;;12765.30;6424.70;
06501000000;отг с. Високе;843.70;;4075.10;1544.80;
06502000000;отг с. Вишевичі;780.60;;5232.50;1840.50;
07501000000;отг с. Вільхівці;5867.80;;23635.90;7350.20;
13503000000;отг с. Вільшаник;1396.20;;3663.40;1704.50;
24503000000;отг с. Волока;2812.50;;6596.70;3599.00;
13504000000;отг с. Воля-Баранецька;2533.20;;6114.60;3134.70;
22504000000;отг с. Ганнопіль;2329.80;;11296.30;4066.20;
22505000000;отг с. Гвардійське;2346.70;;8514.70;4634.30;
13506000000;отг с. Грабовець ;1829.80;;3290.40;2451.70;
22506000000;отг с. Гуменці;;2783.60;14458.60;7778.00;
06503000000;отг с. Дубрівка ;1467.50;;8313.30;2491.50;
04505000000;отг с. Жовтневе ;788.00;;4922.80;1945.50;
13508000000;отг с. Заболотці;963.00;;3397.00;1568.00;
03503000000;отг с. Зимне ;2273.50;;8059.50;3233.30;
19507000000;отг с. Золотники;2635.80;;10986.60;4909.20;
19509000000;отг с. Іванівка ;1108.20;;5623.70;2682.00;
22509000000;отг с. Китайгород;1904.80;;4450.00;2779.40;
25503000000;отг с. Кіпті;1023.10;;4287.00;2252.50;
16503000000;отг с. Клепачі;12.70;;4238.10;1748.10;
24505000000;отг с. Клішківці;3212.30;;9718.90;4350.70;
22510000000;отг с. Колибаївка  ;1987.20;;4590.80;2993.10;
19511000000;отг с. Колиндяни;2043.30;;6259.40;2862.20;
19512000000;отг с. Колодне;945.50;;4254.40;1698.00;
21501000000;отг с. Кочубеївка  ;773.60;;4140.30;1893.80;
15504000000;отг с. Красносілка ;1556.10;;10907.30;6409.10;
14501000000;отг с. Куцуруб;;138.90;4822.40;2051.60;
04507000000;отг с. Ленінське ;2504.90;;7873.00;4061.10;
22512000000;отг с. Лісові Гринівці;1815.60;;7409.70;4685.90;
19514000000;отг с. Лопушне;1052.60;;4063.10;1374.40;
13509000000;отг с. Луки;1729.40;;4875.70;2162.50;
04508000000;отг с. Ляшківка;639.80;;2930.70;1358.00;
22513000000;отг с. Маків;2879.90;;9780.30;4471.10;
25504000000;отг с. Макіївка  ;269.60;;2070.00;1012.70;
24506000000;отг с. Мамалига;4512.60;;12555.70;7315.70;
15505000000;отг с. Маразліївка ;1903.00;;8126.10;3541.30;
17504000000;отг с. Миляч;2611.50;;15982.50;3766.70;
13510000000;отг с. Міженець;1110.80;;2983.00;1442.00;
04509000000;отг с. Могилів;;2.00;4125.60;2315.50;
23503000000;отг с. Мокра Калигірка;972.70;;5973.00;2598.10;
24507000000;отг с. Недобоївці;3441.50;;7699.30;4316.90;
16504000000;отг с. Недогарки;786.40;;3410.30;2217.10;
04510000000;отг с. Нива Трудова;2042.70;;6445.60;3288.50;
13512000000;отг с. Нове Місто;3078.10;;7041.80;3593.50;
19517000000;отг с. Нове Село;1268.30;;4825.00;2107.90;
04511000000;отг с. Новоолександрівка ;;;7686.50;6723.40;
19518000000;отг с. Озерна;3155.50;;9992.20;3832.50;
19519000000;отг с. Озеряни;1034.00;;3143.90;1599.00;
05502000000;отг с. Октябрське ;;822.40;2944.10;1888.80;
16505000000;отг с. Омельник;;;4409.40;3161.50;
17505000000;отг с. Підлозці;627.90;;4922.80;1122.00;
16507000000;отг с. Піщане;;;6647.50;4064.20;
16508000000;отг с. Покровська Багачка;;;2559.20;1639.60;
06507000000;отг с. Потіївка ;1349.30;;4466.30;2286.30;
08504000000;отг с. Преображенка ;1768.90;;5182.10;3520.20;
16509000000;отг с. Пришиб;743.40;;1505.30;1233.10;
15506000000;отг с. Розквіт;1080.30;;7726.40;2536.70;
22519000000;отг с. Розсоша;;127.50;6145.30;3032.60;
24508000000;отг с. Рукшин;3305.00;;9354.40;4147.90;
19524000000;отг с. Скорики;492.90;;4939.10;2451.60;
08505000000;отг с. Смирнове;;144.70;4103.00;2153.30;
03504000000;отг с. Смолигів;85.20;;2784.20;1090.60;
09503000000;отг с. Старі Богородчани;2935.70;;5925.90;3597.90;
02502000000;отг с. Студена ;1048.40;;4466.30;2098.60;
04514000000;отг с. Сурсько-Литовське ;2099.30;;6074.60;3651.40;
06508000000;отг с. Тетерівка;1073.20;;5950.70;3903.50;
13514000000;отг с. Тростянець ;1976.70;;9690.00;4783.30;
15507000000;отг с. Тузли;886.80;;2478.30;1524.20;
24510000000;отг с. Усть-Путила;679.90;;4328.80;1337.20;
08506000000;отг с. Чапаєвка ;;1948.40;6053.20;3484.80;
16511000000;отг с. Червона Знам'янка;178.70;;6447.60;2811.90;
15508000000;отг с. Червоноармійське ;248.40;;4205.50;1361.00;
13515000000;отг с. Чуква;1549.70;;4982.30;1937.30;
02100000000;Обласний бюджет Вінницької області;46095.60;;161864.10;752599.00;
03100000000;Обласний бюджет Волинської області;69437.70;;191147.50;487469.30;
04100000000;Обласний бюджет Дніпропетровської області;;392048.90;421734.10;1551668.90;
05100000000;Обласний бюджет Донецької області;;65816.00;314385.20;963376.10;
06100000000;Обласний бюджет Житомирської  області;39994.70;;154635.60;597634.80;
07100000000;Обласний бюджет Закарпатської області;99510.70;;100431.70;589091.20;
08100000000;Обласний бюджет Запорізької області;;40872.90;392853.60;876740.00;
09100000000;Обласний бюджет Івано-Франківської області;101005.00;;136080.10;672203.60;
10100000000;Обласний бюджет Київської області;;45023.70;112481.30;810574.80;
11100000000;Обласний бюджет Кіровоградської області;23950.40;;140011.50;463267.40;
12100000000;Обласний бюджет Луганської області;15132.00;;286184.80;346021.80;
13100000000;Обласний бюджет Львівської  області;15859.00;;278420.20;1177424.60;
14100000000;Обласний бюджет Миколаївської області;34823.30;;257393.00;548778.10;
15100000000;Обласний бюджет Одеської області;13012.00;;292454.30;1144289.40;
16100000000;Обласний бюджет Полтавської області;;19351.80;192358.40;674205.40;
17100000000;Обласний бюджет Рівненської області;58492.30;;169740.50;532444.60;
18100000000;Обласний бюджет Сумської області;13019.50;;123504.30;543223.70;
19100000000;Обласний бюджет Тернопільської області;54096.90;;110357.40;499092.50;
20100000000;Обласний бюджет Харківської області;;12237.00;314508.40;1277828.60;
21100000000;Обласний бюджет Херсонської області;61244.40;;173637.70;496911.20;
22100000000;Обласний бюджет Хмельницької області;45044.50;;182625.00;625214.30;
23100000000;Обласний бюджет Черкаської області;26135.90;;173591.20;626943.20;
24100000000;Обласний бюджет Чернівецької області;77942.70;;95764.40;415811.70;
25100000000;Обласний бюджет Чернігівської області;31854.20;;138739.30;523929.60;
26000000000;Бюджет міста Києва;;;2226941.30;3094638.10;
;;;;;;
;;;;;;
